geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017,income_2013,income_2014,income_2015,income_2016
"Camden County, NJ","county",05000US34007,0.192,0.15,0.166,10,10.6,9.6,61683,61842,62185,63028
"Cape May County, NJ","county",05000US34009,0.207,0.171,0.143,2.3,1.9,1.9,56494,57394,57637,59338
"Cumberland County, NJ","county",05000US34011,0.241,0.193,0.196,7.7,6.7,7,50750,50603,49984,49537
"Essex County, NJ","county",05000US34013,0.148,0.166,0.151,15.8,15.6,15.4,55095,54499,53976,54860
"Gloucester County, NJ","county",05000US34015,0.192,0.15,0.157,2.5,2.8,2.5,74524,76213,76727,78592
"Hudson County, NJ","county",05000US34017,0.163,0.154,0.157,4.4,4.2,4.3,58442,58973,59741,60894
"Hunterdon County, NJ","county",05000US34019,0.128,0.118,0.109,,,,106143,106519,105444,108177
"Mercer County, NJ","county",05000US34021,0.133,0.163,0.139,6.1,6.6,7.1,73480,74118,72804,73966
"Middlesex County, NJ","county",05000US34023,0.123,0.117,0.114,1.9,1.7,1.8,79596,80118,79593,80716
"Monmouth County, NJ","county",05000US34025,0.158,0.138,0.129,2.2,2,1.8,84526,85605,85242,87297
"Morris County, NJ","county",05000US34027,0.125,0.13,0.11,0.6,0.6,0.7,98633,99142,100214,102798
"Ocean County, NJ","county",05000US34029,0.173,0.169,0.149,1.6,1.5,1.3,61136,61839,61994,63108
"Passaic County, NJ","county",05000US34031,0.167,0.162,0.145,4.5,4.5,4.5,57654,59513,59739,61664
"Salem County, NJ","county",05000US34033,0.246,0.192,0.182,3.3,4.2,3.1,59718,60768,61831,61341
"Somerset County, NJ","county",05000US34035,0.093,0.113,0.105,1.5,1.4,1.3,99020,100903,100667,102405
"Sussex County, NJ","county",05000US34037,0.184,0.15,0.133,1.3,1.4,1.2,87335,87397,86565,87388
"Union County, NJ","county",05000US34039,0.149,0.152,0.132,6,5.7,5,68507,69396,69594,70476
"Warren County, NJ","county",05000US34041,0.186,0.151,0.156,1.5,,,70912,70934,70471,72999
"Bernalillo County, NM","county",05000US35001,0.175,0.169,0.162,7.1,6.9,6.6,48801,48390,47725,48994
"Catron County, NM","county",05000US35003,0.213,0.157,0.132,,,,39826,39342,42973,38142
"Chaves County, NM","county",05000US35005,0.219,0.183,0.155,12.8,13.9,13.3,39131,40541,40630,41356
"Cibola County, NM","county",05000US35006,0.186,0.259,0.227,10,9,9.4,37237,36279,34565,36160
"Colfax County, NM","county",05000US35007,0.211,0.161,0.151,,,,37734,35189,32380,32693
"Curry County, NM","county",05000US35009,0.226,0.199,0.176,6.7,6.5,6.3,39871,40318,41084,42170
"De Baca County, NM","county",05000US35011,0.198,0.172,0.166,,,,37660,37961,32500,31197
"Doña Ana County, NM","county",05000US35013,0.158,0.174,0.157,3.6,3.9,4.2,37933,38426,38853,38636
"Eddy County, NM","county",05000US35015,0.209,0.179,0.153,8,7.3,6.5,49165,51303,56618,59625
"Grant County, NM","county",05000US35017,0.18,0.146,0.141,10.6,9,6.3,37899,38923,38311,38890
"Guadalupe County, NM","county",05000US35019,0.328,0.159,0.145,,,,29071,27957,30772,26692
"Harding County, NM","county",05000US35021,,0.145,0.13,,,,34063,31500,33393,32404
"Hidalgo County, NM","county",05000US35023,,0.17,0.167,,,,34080,35048,34444,34528
"Lea County, NM","county",05000US35025,0.212,0.18,0.157,11.8,11.9,10.6,50694,55248,57533,58152
"Lincoln County, NM","county",05000US35027,0.221,0.183,0.165,,,,43014,41710,40708,40065
"Los Alamos County, NM","county",05000US35028,0.095,0.111,0.112,,,,106686,105989,101934,105902
"Luna County, NM","county",05000US35029,0.188,0.186,0.174,8.7,8,6.3,29282,28489,27476,27326
"McKinley County, NM","county",05000US35031,0.144,0.206,0.212,16.4,16.1,15.4,30458,29812,28772,29272
"Mora County, NM","county",05000US35033,0.171,0.197,0.191,,,,28481,24425,23822,21190
"Otero County, NM","county",05000US35035,0.24,0.201,0.172,5.6,5.8,5.3,39263,40614,39775,41502
"Quay County, NM","county",05000US35037,0.275,0.177,0.16,20.9,21.1,,30802,29042,29113,28159
"Rio Arriba County, NM","county",05000US35039,0.217,0.183,0.179,13.8,14.7,12.5,40250,38635,36098,33972
"Roosevelt County, NM","county",05000US35041,0.226,0.201,0.185,,,,38764,36567,35546,34933
"Sandoval County, NM","county",05000US35043,0.155,0.151,0.153,3.9,3.8,3.6,58017,57092,58982,60158
"San Juan County, NM","county",05000US35045,0.227,0.21,0.204,8.9,9.6,8.5,48196,48824,48671,48624
"San Miguel County, NM","county",05000US35047,0.24,0.188,0.171,11.2,12.4,9.9,28275,28292,29237,27000
"Santa Fe County, NM","county",05000US35049,0.163,0.135,0.139,6.5,6.3,6,52917,52958,54315,55370
"Sierra County, NM","county",05000US35051,0.245,0.16,0.154,,,,27430,28855,29356,29679
"Socorro County, NM","county",05000US35053,0.169,0.209,0.196,,,,34036,33570,34037,34542
"Taos County, NM","county",05000US35055,0.164,0.168,0.149,8.6,10.1,9.5,32637,35823,36582,35323
"Torrance County, NM","county",05000US35057,0.33,0.197,0.19,,,,31161,34720,32083,32067
"Union County, NM","county",05000US35059,0.084,0.168,0.153,,,,38902,36176,36070,36420
"Valencia County, NM","county",05000US35061,0.225,0.192,0.172,9.3,9.3,7.7,42506,42012,41703,41788
"Albany County, NY","county",05000US36001,0.174,0.136,0.152,2.5,2.7,2.8,59394,59940,59887,60904
"Allegany County, NY","county",05000US36003,0.214,0.164,0.171,,,,42445,42726,42776,44085
"Bronx County, NY","county",05000US36005,0.184,0.189,0.175,9.1,8.3,8.1,34388,34284,34299,35302
"Broome County, NY","county",05000US36007,0.195,0.163,0.182,3.4,3.6,3.8,45958,46368,46261,47744
"Cattaraugus County, NY","county",05000US36009,0.231,0.172,0.182,,,,42603,43503,42601,43884
"Cayuga County, NY","county",05000US36011,0.278,0.148,0.164,,,,51581,51792,52082,53114
"Chautauqua County, NY","county",05000US36013,0.236,0.16,0.177,2.9,2.5,1.9,42429,42720,42993,43211
"Chemung County, NY","county",05000US36015,0.234,0.156,0.179,2.2,2.3,2.1,48804,49685,50320,49578
"Chenango County, NY","county",05000US36017,0.226,0.152,0.171,,,,43941,44427,45668,46979
"Clinton County, NY","county",05000US36019,0.161,0.163,0.18,2.1,1.7,1.9,50282,50985,49930,50502
"Columbia County, NY","county",05000US36021,0.136,0.138,0.153,2.6,,,57336,58625,59105,59916
"Cortland County, NY","county",05000US36023,0.212,0.153,0.179,,,,47151,48404,49514,50910
"Delaware County, NY","county",05000US36025,0.16,0.148,0.169,,,,44470,44183,43720,46055
"Dutchess County, NY","county",05000US36027,0.138,0.134,0.149,2.9,3.3,2.6,72525,72471,71904,72706
"Erie County, NY","county",05000US36029,0.162,0.154,0.159,6.7,6.3,6.2,50653,51050,51247,52744
"Essex County, NY","county",05000US36031,0.14,0.143,0.162,,,,47380,50322,52758,53244
"Franklin County, NY","county",05000US36033,0.187,0.182,0.217,,,,45667,47110,47923,49782
"Fulton County, NY","county",05000US36035,0.181,0.165,0.181,,,,44276,45722,46969,46090
"Genesee County, NY","county",05000US36037,0.184,0.149,0.159,,,,49922,50573,50880,52641
"Greene County, NY","county",05000US36039,0.267,0.148,0.17,,,,49655,49864,50278,51013
"Hamilton County, NY","county",05000US36041,,0.126,0.145,,,,51522,52939,48243,52708
"Herkimer County, NY","county",05000US36043,0.193,0.163,0.181,,,,45047,45649,46229,48893
"Jefferson County, NY","county",05000US36045,0.26,0.162,0.187,1.9,2.1,2.5,46484,48613,49505,49911
"Kings County, NY","county",05000US36047,0.139,0.157,0.138,7.8,7.4,6.7,46085,46958,48201,50640
"Lewis County, NY","county",05000US36049,0.2,0.153,0.154,,,,46840,46990,49819,49976
"Livingston County, NY","county",05000US36051,0.17,0.149,0.166,,,,53518,52200,51734,52724
"Madison County, NY","county",05000US36053,0.224,0.15,0.157,,,,53589,53584,54145,55858
"Monroe County, NY","county",05000US36055,0.181,0.152,0.163,6,5.9,5.4,52394,52501,52553,53568
"Montgomery County, NY","county",05000US36057,0.306,0.158,0.178,,,,44156,44167,43764,44455
"Nassau County, NY","county",05000US36059,0.121,0.12,0.117,2.5,2.5,2.2,97690,98401,99465,102044
"New York County, NY","county",05000US36061,0.129,0.132,0.119,3.6,3.2,2.9,69659,71656,72871,75513
"Niagara County, NY","county",05000US36063,0.23,0.158,0.183,3,2.7,2.5,47955,49091,49449,50094
"Oneida County, NY","county",05000US36065,0.232,0.158,0.191,3.6,3.8,3.5,48729,48931,48246,49838
"Onondaga County, NY","county",05000US36067,0.163,0.158,0.164,4.6,5,4.8,54242,54498,55092,55717
"Ontario County, NY","county",05000US36069,0.145,0.139,0.154,1.9,2,,56479,57318,57416,58070
"Orange County, NY","county",05000US36071,0.205,0.145,0.171,3.2,3.3,3.1,70458,70794,70848,71910
"Orleans County, NY","county",05000US36073,0.287,0.16,0.178,,,,48502,48015,46359,48731
"Oswego County, NY","county",05000US36075,0.297,0.162,0.194,1.8,1.6,1.4,48051,47646,47860,49571
"Otsego County, NY","county",05000US36077,0.176,0.16,0.179,,,,47765,47884,48588,49689
"Putnam County, NY","county",05000US36079,0.097,0.125,0.13,1.3,,,95117,96262,96148,97606
"Queens County, NY","county",05000US36081,0.132,0.119,0.13,3.9,3.7,3.5,57001,57210,57720,59758
"Rensselaer County, NY","county",05000US36083,0.186,0.15,0.166,2.2,2.1,2.9,59432,60140,60709,61754
"Richmond County, NY","county",05000US36085,0.182,0.146,0.168,4.2,3.7,3.3,72569,74043,73197,74021
"Rockland County, NY","county",05000US36087,0.085,0.143,0.135,0.9,1,1.2,84951,85808,84855,86134
"St. Lawrence County, NY","county",05000US36089,0.267,0.176,0.176,2,1.7,1.7,43647,44454,44705,46313
"Saratoga County, NY","county",05000US36091,0.161,0.137,0.129,0.9,0.8,1,69826,70581,71496,74080
"Schenectady County, NY","county",05000US36093,0.179,0.153,0.163,4.4,4.6,4.7,56061,57025,58114,59959
"Schoharie County, NY","county",05000US36095,0.254,0.148,0.149,,,,53245,51873,51195,50607
"Schuyler County, NY","county",05000US36097,0.287,0.15,0.161,,,,46976,49225,47680,47229
"Seneca County, NY","county",05000US36099,0.231,0.154,0.175,,,,47618,48932,49292,50073
"Steuben County, NY","county",05000US36101,0.304,0.163,0.175,1.6,1.8,1.6,47476,47733,47280,48823
"Suffolk County, NY","county",05000US36103,0.178,0.137,0.14,2.8,2.7,2.5,87763,88323,88663,90128
"Sullivan County, NY","county",05000US36105,0.258,0.159,0.186,2.1,2.3,2.8,48089,49388,50710,52027
"Tioga County, NY","county",05000US36107,0.138,0.142,0.155,,,,55726,56167,57514,58115
"Tompkins County, NY","county",05000US36109,0.125,0.151,0.163,2,1.8,,51393,52836,52624,54133
"Ulster County, NY","county",05000US36111,0.227,0.143,0.159,1.7,1.6,1.3,58590,58592,58918,60393
"Warren County, NY","county",05000US36113,0.245,0.142,0.153,,,,55904,56601,56798,57174
"Washington County, NY","county",05000US36115,0.281,0.154,0.162,3.2,2.9,2.5,52361,51494,51143,51449
"Wayne County, NY","county",05000US36117,0.212,0.15,0.167,,,,52601,51597,50798,51627
"Westchester County, NY","county",05000US36119,0.13,0.111,0.118,2.8,2.6,2.2,81946,83422,83958,86226
"Wyoming County, NY","county",05000US36121,0.183,0.153,0.168,,,,51100,53012,52564,53612
"Yates County, NY","county",05000US36123,0.248,0.158,0.169,,,,49335,50061,49510,50105
"Alamance County, NC","county",05000US37001,0.238,0.189,0.193,4.6,4.4,4,43043,42592,41814,43209
"Alexander County, NC","county",05000US37003,0.26,0.191,0.185,7.2,6.5,4.2,40637,41676,39365,40404
"Alleghany County, NC","county",05000US37005,0.271,0.186,0.186,,,,35170,35319,36968,38352
"Anson County, NC","county",05000US37007,0.198,0.24,0.219,10.4,11.3,11.4,33870,33388,33228,34656
"Ashe County, NC","county",05000US37009,0.24,0.183,0.174,,,,35951,36244,36267,37360
"Avery County, NC","county",05000US37011,0.245,0.192,0.185,,,,36969,38138,37777,35891
"Beaufort County, NC","county",05000US37013,0.283,0.181,0.18,5.8,5.7,5.4,40429,40671,40391,40906
"Bertie County, NC","county",05000US37015,0.185,0.226,0.215,,,,30768,29388,30027,31129
"Bladen County, NC","county",05000US37017,0.206,0.232,0.21,10.5,9.9,9,30164,29532,30096,30408
"Brunswick County, NC","county",05000US37019,0.214,0.168,0.164,6.3,5.3,3.8,46438,46955,46859,49356
"Buncombe County, NC","county",05000US37021,0.2,0.188,0.163,3.7,4.2,3.7,44713,45642,45167,46902
"Burke County, NC","county",05000US37023,0.242,0.188,0.179,4.1,4,3.8,37263,37735,39360,39759
"Cabarrus County, NC","county",05000US37025,0.193,0.18,0.171,5.1,5.6,4.5,53551,53935,54720,58970
"Caldwell County, NC","county",05000US37027,0.225,0.208,0.196,5.4,5.8,6.1,34357,34853,35763,37118
"Camden County, NC","county",05000US37029,0.172,0.159,0.157,,,,56607,62194,58780,60714
"Carteret County, NC","county",05000US37031,0.214,0.171,0.162,3.5,3.3,3.2,46534,47179,48457,50599
"Caswell County, NC","county",05000US37033,0.358,0.19,0.186,,5.7,,35315,38318,37869,38310
"Catawba County, NC","county",05000US37035,0.225,0.191,0.18,7.2,7.5,5.7,44332,45397,44376,45450
"Chatham County, NC","county",05000US37037,0.204,0.162,0.162,5.2,4.7,3.7,57091,57140,56642,58555
"Cherokee County, NC","county",05000US37039,0.251,0.185,0.177,6.1,6.5,,34432,34507,34662,35284
"Chowan County, NC","county",05000US37041,0.299,0.198,0.186,,,,34420,37154,38759,41156
"Clay County, NC","county",05000US37043,0.207,0.183,0.176,,,,38828,36089,37076,36296
"Cleveland County, NC","county",05000US37045,0.243,0.199,0.199,6.8,5.5,4.8,38989,39197,39453,39134
"Columbus County, NC","county",05000US37047,0.23,0.228,0.212,12.9,13.9,14.4,35761,34597,34949,35847
"Craven County, NC","county",05000US37049,0.221,0.182,0.179,6.2,5.9,5.9,47141,47295,47985,47957
"Cumberland County, NC","county",05000US37051,0.221,0.215,0.188,10.1,10.3,10.6,45231,44778,44171,44810
"Currituck County, NC","county",05000US37053,0.264,0.178,0.175,,,,57159,58676,60600,61086
"Dare County, NC","county",05000US37055,0.309,0.174,0.163,,,,55481,55520,54496,54787
"Davidson County, NC","county",05000US37057,0.257,0.179,0.195,3.6,3.3,2.6,43083,42866,43363,44469
"Davie County, NC","county",05000US37059,0.225,0.16,0.161,4.3,3.9,,50139,49591,51527,51662
"Duplin County, NC","county",05000US37061,0.204,0.219,0.203,7.9,7.3,5.1,34433,34787,35035,35364
"Durham County, NC","county",05000US37063,0.136,0.166,0.164,9.5,9.8,10.7,51853,52038,52503,54093
"Edgecombe County, NC","county",05000US37065,0.209,0.217,0.229,12.1,11.6,10.8,33960,33892,32659,32298
"Forsyth County, NC","county",05000US37067,0.197,0.182,0.19,5.8,5.5,4.7,45724,46003,45471,46283
"Franklin County, NC","county",05000US37069,0.267,0.199,0.195,4.8,5.3,5.3,41696,42763,42685,44272
"Gaston County, NC","county",05000US37071,0.258,0.212,0.195,5.1,5.5,5.1,42017,42158,42429,44288
"Gates County, NC","county",05000US37073,,0.189,0.184,,,,46592,49894,49258,51582
"Graham County, NC","county",05000US37075,0.224,0.194,0.204,,,,33903,37161,34805,34778
"Granville County, NC","county",05000US37077,0.228,0.194,0.188,3.2,2.7,4.8,49852,49655,50225,50317
"Greene County, NC","county",05000US37079,,0.217,0.218,7.4,7.4,7.4,40853,39498,35777,37190
"Guilford County, NC","county",05000US37081,0.167,0.185,0.181,7,6.8,6.2,45431,45050,45651,46896
"Halifax County, NC","county",05000US37083,0.213,0.225,0.219,12.5,14.5,12.5,32329,32834,32245,32549
"Harnett County, NC","county",05000US37085,0.257,0.202,0.209,7.3,8,6.8,44625,44417,46353,47930
"Haywood County, NC","county",05000US37087,0.261,0.174,0.185,3.1,3.6,3.4,41557,41795,42257,43097
"Henderson County, NC","county",05000US37089,0.174,0.156,0.146,4.3,3.5,2.6,44815,46257,46448,48138
"Hertford County, NC","county",05000US37091,0.265,0.221,0.216,7.3,7.9,5.8,33406,32201,33008,34523
"Hoke County, NC","county",05000US37093,0.201,0.234,0.224,8.5,10,8.6,45489,43754,41542,42704
"Hyde County, NC","county",05000US37095,,0.193,0.181,,,,42279,44425,42897,37741
"Iredell County, NC","county",05000US37097,0.197,0.167,0.162,4.1,4.1,3.1,50329,51889,52306,53937
"Jackson County, NC","county",05000US37099,0.222,0.204,0.192,,,,36951,36705,38015,40278
"Johnston County, NC","county",05000US37101,0.254,0.197,0.172,5,4.2,3.9,49711,49799,50512,51980
"Jones County, NC","county",05000US37103,0.442,0.191,0.194,,,,36213,37288,34005,34080
"Lee County, NC","county",05000US37105,0.2,0.2,0.179,10.3,10.7,8.7,44819,46309,45608,46402
"Lenoir County, NC","county",05000US37107,0.161,0.206,0.211,8.6,8.9,10.4,35770,35687,34717,36956
"Lincoln County, NC","county",05000US37109,0.173,0.187,0.182,4.9,4.5,3.6,48940,48664,49215,49283
"McDowell County, NC","county",05000US37111,0.231,0.199,0.194,5.5,5.7,5.1,35297,36271,35965,37590
"Macon County, NC","county",05000US37113,0.209,0.175,0.166,,,,37892,38491,39133,39593
"Madison County, NC","county",05000US37115,0.224,0.189,0.181,,,,38598,38251,37904,40408
"Martin County, NC","county",05000US37117,0.118,0.219,0.201,8,8.8,6.6,35111,36132,35080,34957
"Mecklenburg County, NC","county",05000US37119,0.138,0.158,0.15,7.3,6.8,6.2,55444,56472,56854,59268
"Mitchell County, NC","county",05000US37121,0.26,0.181,0.172,,,,37680,37487,37391,39658
"Montgomery County, NC","county",05000US37123,,0.209,0.202,10.2,10.3,7.2,31830,32715,32500,34819
"Moore County, NC","county",05000US37125,0.154,0.169,0.161,7.5,7.4,6.6,49544,50393,50998,51873
"Nash County, NC","county",05000US37127,0.224,0.189,0.196,12.5,10.6,9.2,43084,43341,42713,43804
"New Hanover County, NC","county",05000US37129,0.18,0.16,0.168,4.5,4.5,5.2,49835,49582,50088,51232
"Northampton County, NC","county",05000US37131,0.215,0.214,0.218,12.3,9.8,9.4,31433,31468,30429,31543
"Onslow County, NC","county",05000US37133,0.248,0.204,0.207,4.8,4.8,5.5,45450,46141,46335,46786
"Orange County, NC","county",05000US37135,0.116,0.165,0.156,2.6,2.3,1.5,55569,57261,59290,61130
"Pamlico County, NC","county",05000US37137,,0.173,0.164,,,,43853,44762,43444,43808
"Pasquotank County, NC","county",05000US37139,0.348,0.189,0.191,5.1,3.9,5.3,46053,45664,45378,45750
"Pender County, NC","county",05000US37141,0.281,0.188,0.175,3.3,3.2,3.7,44524,44526,44828,46580
"Perquimans County, NC","county",05000US37143,0.21,0.185,0.182,,,,43709,45391,44329,45208
"Person County, NC","county",05000US37145,0.27,0.192,0.193,7.4,6.1,5.1,42317,43381,42105,43297
"Pitt County, NC","county",05000US37147,0.192,0.208,0.217,7.8,7.3,7,40718,42011,41119,42308
"Polk County, NC","county",05000US37149,0.189,0.152,0.147,,,,44745,47534,46528,47396
"Randolph County, NC","county",05000US37151,0.234,0.202,0.177,4.5,4.6,3.5,41208,41782,41947,43010
"Richmond County, NC","county",05000US37153,0.261,0.212,0.219,10.5,9.9,8.3,32384,34060,32687,32526
"Robeson County, NC","county",05000US37155,0.256,0.286,0.268,22.7,21.1,20.9,29806,30581,30608,31298
"Rockingham County, NC","county",05000US37157,0.275,0.203,0.194,6.1,6.2,5.6,38567,38946,38126,40003
"Rowan County, NC","county",05000US37159,0.249,0.196,0.184,5.7,6,6.3,41495,41925,43069,44494
"Rutherford County, NC","county",05000US37161,0.265,0.217,0.199,4.7,3.7,3.4,36334,36863,35630,36144
"Sampson County, NC","county",05000US37163,0.169,0.2,0.213,10.8,10.7,8.7,36496,35731,35490,36742
"Scotland County, NC","county",05000US37165,0.248,0.249,0.256,21,21,16.3,29592,30834,30958,30013
"Stanly County, NC","county",05000US37167,0.253,0.179,0.187,4.9,4.7,5,42518,42010,40910,44140
